""," A, when activated, will create an holographic decoy of its wearer.  Powered by an experimental n-space energy generator, it slowly recharges itself for free, probably by syphoning excess energy from some unknown hyperdimensional space.","","起動すると、着用者の姿を模したホログラムが生成されます。実験的なn次元エネルギー発電機を搭載しており、サイフォン原理を利用して未知の超次元空間から余剰エネルギーを吸い上げることによってゆっくりと自動的に充電されます。"
""," Difficulty ","","強さ"
""," That sucks...","","それは残念..."
""," Travel to a <color_light_blue>burial site</color> then talk to the seeker.","","<color_light_blue>埋葬地</color>を訪れ、探求者に報告しましょう。"
""," You do know what a memory unit looks like, right?  Matte gray, pill-sized, right in front of the corpus callosum.  We suggest a forceps through the eye socket, shaking slightly, then slowly and carefully…","","記憶装置がどんな見た目かは知っているか？黒褐色で、飲み薬くらいのサイズで、脳漿の最前部に入っている。眼球にピンセットを差し込んで、ゆっくり慎重に動かすんだ..."
""," and is rated at %1$d %2$s","","(最大%1$d%2$s)"
""," handloaded 5.45x39 cartridge. Loaded for accuracy and damage, very well made - but quite expensive.","","手詰めされた5.45x39mm弾です。より高精度、高威力になるよう非常に丁寧に作られていますが、値段はかなり高価です。"
""," have <color_dark_gray>bag</color> attached. ","","は<color_dark_gray>バッグ</color>を装着しています。"
""," have tiny <color_red>red dot</color> on body. ","","身体に<color_red>赤い光点</color>が写っています。"
""," is <color_blue>dazed</color>. ","","<color_blue>放心</color>しています。"
""," is <color_blue>stunned</color>. ","","<color_blue>気絶</color>しています。"
""," is <color_dark_blue>sleeping</color>. ","","は<color_dark_blue>睡眠中</color>です。"
""," is <color_dark_gray>saddled</color>. ","","は<color_dark_gray>鞍</color>を乗せています。"
""," is <color_dark_gray>tied</color>. ","","は<color_dark_gray>係留</color>されています。"
""," is <color_dark_gray>wearing armor</color>. ","","は<color_dark_gray>防具</color>を装着しています。"
""," is <color_red>bleeding</color>. ","","<color_red>出血</color>しています。"
""," is <color_yellow>lit</color>. ","","は<color_yellow>光源</color>を持っています。"
""," is being <color_dark_gray>harnessed</color> by a vehicle. ","","は車両と<color_dark_gray>連結</color>されています。"
""," is coated in <color_brown>sap</color>. ","","(<color_brown>樹液</color>)"
""," is covered in <color_dark_gray>webs</color>. ","","(<color_dark_gray>クモの巣</color>)"
""," is covered in <color_green>spores</color>. ","","(<color_green>胞子</color>)"
""," is covered in <color_green>thick goo</color>. ","","(<color_green>濃厚な粘液</color>)"
""," is covered in <color_light_green>acid</color>. ","","(<color_light_green>酸</color>)"
""," is covered in <color_magenta>bile</color>. ","","(<color_magenta>胆汁</color>)"
""," is covered in <color_yellow>glowing goo</color>. ","","(<color_yellow>輝く粘液</color>)"
""," is on <color_red>fire</color>. ","","<color_red>炎上</color>しています。"
""," is riding %s. ","","は%sに騎乗しています。"
""," is stuck in beartrap. ","","トラバサミに挟まっています。"
""," lies under <color_dark_gray>collapsed debris</color>. ","","(<color_dark_gray>瓦礫</color>)"
""," looks <color_dark_gray>very tired</color>. ","","は<color_gray>酷い疲労</color>の表情を浮かべています。"
""," looks <color_green>happy</color>. ","","<color_green>幸福</color>そうです。"
""," taken","","肉房"
"","!!ROOOWWNT!!","","グォォォォォン！！！！"
"","""!!Cleanse me in flames!!""","","「我を炎で清めたまえ！！」"
"","""'UZI' WHAT HAPPENS WHEN YOU MESS WITH ME?!!  HEHHeeehehHEE!""","","「ウージー、私とヤクをヤってる間に何が起こったんだ！？ヘッヘウヘヘェエヘヘ！」"
"","""...A lingering curse acts as the catalyst to all things...""","","「...消えることのない呪いは、あらゆるものを触媒として作用する...」"
"","""...By magic enthralls your mind, thy hopes shall be your demise...""","","「...魔術が心を魅了する。希望はすなわち終焉...」"
"","""...Cursed flames engulf not the vessel but the soul...""","","「...呪われし炎は、器ではなく魂を飲み込む...」"
"","""...Frostburn, a hybrid combination of ice and fire leads to duality of suffering...""","","「...燃え盛る氷、炎と氷を重ね合わせることで苦しみを増す...」"
"","""...Frozen for eternal, a touch nor a blaze lifts the curse...""","","「...永久の凍結。いかなる炎でもこの呪いは解けない...」"
"","""...Hidden beneath us all lies the realm of etherean horrors...""","","「...我らの底流をなすは、エーテル領域の恐怖...」"
"","""...Idols! Lend us power to rule this damned lands...""","","「...神よ！この地を支配する力を与えたまえ...」"
"","""...It is the cycle of life and death...""","","「...生と死の循環...」"
"","""...Let the ancients deliver it all...""","","「...古代のものが全てを実現する...」"
"","""...Let the curse linger to those who opposes...""","","「...抗う者に呪いを与える...」"
"","""...Straight from the depths, sinners pay their price...""","","「...深みより来たりて、罪人に代償を...」"
"","""...Undying thirst for blood, self shall become invincible...""","","「...癒えぬ血の渇望によって無敵となる...」"
"","""...efil ym dne""","","「...うましでんし」"
"","""...efil ym ot dne na tup esaelp""","","「...れくてろこうも」"
"","""...em pleh""","","「...てけすた」"
"","""...ouy geb I""","","「...いがねお」"
"","""...resolc pets tnod""","","「...なるよかち」"
"","""...sub malleo deorum!""","","「...sub malleo deorum!(...神々の鉄槌を受け入れよ！)」"
"","""...ti llik""","","「...せろこをれあ」"
"","""1 shot 2 shot, this is where the fun stops""","","「一発、二発。お楽しみが終わる瞬間だ」"
"","""3-XII is dispatching a squad to this site, with a unit from 4-VII in tow to secure against hostile action.  Cooperate as best as you are able, but do not allow them into the lab complex itself.""","","「4-VII部隊を敵対勢力から保護するために、3-XIIが当地区に部隊を派遣している。できる限り協力してもらいたいが、研究施設への立ち入りは許可するな。」"
"","""A mortal is most useful when it is away.""","","「定命の者が最も役立つのは、そやつが居らぬ時だ」"
"","""A sickening slap on the ground!""","","[地面を激しく叩く音！]"
"","""A sloppy tearing noise!""","","[何かを乱雑にかきむしる音！]"
"","""A terrible calamity has been foreseen.  We will outlast it, adapt.  We shall rule over this new world, above the weak and undeserving.""","","「かねてから恐ろしい災厄が予言されていた。我らはその災厄を生き延び、順応する。我らは弱き者や価値なき者の上に立ち、新世界を支配する」"
"","""A wound that is opened cannot truly be reversed, only mended.  Likewise spilt blood can only be replenished.  The wound in The Veil can be mended by steady hand, but never again shall it be the same as before.  It is our duty not to revert what has been done, but to ensure we will endure.""","","「開いた傷はただ繕われるのみ。元来癒えることはなし。同様に、流れた血は補充する事しかできない。帳の傷は慣れた者の手で修復できるが、以前と同じ状態に戻ることは決してない。起きたことを取り消さず、持ちこたえられるように守るのが我らの義務である。」"
"","""Acidbombs are fairly weak but useful against crowds.""","","「酸爆弾はあまり高威力ではないが、群れに対しては有効だ」"
"","""Acquiring target.""","","「ターゲット補足中」"
"","""Added so many things to my taxi that it went a-blaze.  Whoops.""","","「タクシーに色々なものを山ほど搭載していたら、ついに火を噴いた。やっちまった」"
"","""Agh, to See the Spiral in such a Distorted Shape!  Manipulated for its Vortex motion!  Its Perpetual Grace!  Its beauty Tarnished…""","","「ああ、このらせん状に歪んだ形を見ろよ！これが過流の力！永遠の恵みだ！美しい色合い...」"
"","""Ah, yes... I shall burn this smoke into smaller, dull bits of smoke!""","","「あぁ、わかった...このもやを焼いて小さくまとめるんだ、濁った色のもやを！」"
"","""Ahoy there!""","","「おおい、そこの！」"
"","""Alice, are you still there?""","","「アリス、まだそこに居ますか？」"
"","""All I need is to stay alone.""","","「放っておいてくれぬか」"
"","""All is known to one who watches and listens with patience...""  You cast %s!","","%sの呪文を詠唱しました！「抜かりなく見聞きする者は万物を知る...」"
"","""All of your kind that survived seem to have at least one mental defect.  Are you another case of a hoader?""","","「おぬし等の種族で生き残った者は皆、少なからず心を病んでいるようだ。そこな荒らし屋、おぬしもか？」"
"","""All powers from beyond, and all things worked from it, are a potential threat until clearly understood.  Observe in any manner that is safe, but err on the side of caution first and foremost.  If determining its nature cannot be done safely, destroy it if you must.""","","「深淵がもたらすあらゆる力とその作用は、完全に解明されるまでは潜在的な脅威となる。何らかの方法で安全性を確認し、慎重に慎重を重ねるべきだ。安全性を判断できない場合は、必要であれば破壊すること。」"
"","""All things are of nature, born from the mother who shines upon both finite and infinite.""  Would you truly wish harm upon the blessing we have been given?","","「すべてのものは自然であり、有限と無限を照らす母から生まれた」。我々に与えられた祝福に対して、害をなそうと考えているのですか？"
"","""Ammo depleted.""","","「弾薬が枯渇しました」"
"","""Among all of the demons I have seen I noticed many rivalries. I seen them tear each other apart because of them instead of slaughtering me, thank God. The ones from our world really hate those new intruders but are not willing to put old grudges away...""","","「様々な悪魔を見ているうちに、奴らの間にも敵対関係があることに気づいた。奴らは私に襲い掛かってこないので、奴らが互いに殺し合っている様子を見ることができた。ああ、助かった。この土地の悪魔たちは外来の悪魔をとにかく嫌っているようだが、古い恨みを忘れることも無いだろう...」"
"","""An-CHORS a-WAY my boys, anchors away!""","","「錨を上げてぇ、若者よぉ、錨を上げてぇ！」"
"","""And if a foe would block your way, my messages can soothe what cannot be destroyed.""
Unknowable forces have given you a fifth gift, that can allow you to pacify monsters.  (( Remember to bind the ""spellcasting"" key! ))","","「道を塞いで退かぬ敵は、私の力によって鎮めましょう」
未知の力によって、敵を落ち着かせる呪文を習得しました(「呪文詠唱」のキー割当を忘れずに！)。"
"","""Anomalous activity confirmed.  Latest shipments coming in differ from normal deliveries, and security is being tightened.  Maintain discretion.""","","「異常活動が確認された。直近の輸送は通常時のものと異なり、セキュリティは厳しくなっている。慎重に行動せよ」"
"","""Any otherworldly monster must be returned to its true domain, living or dead.""  That is my duty.  Do not interfere.","","「あらゆる異界の怪物を、その生死を問わず、あるべき領域に戻さなければならない」。これが私の使命だ。止めないでくれ。"
"","""Are you ready?""","","「準備はいいかい？」"
"","""Arr, ahoy there maties!  And welcom- welcom- welcome to tha pirate's cove.""","","「おや、おーい君！海賊の入り江にようこそいらっしゃい」"
"","""Auuuuuuwuuu!""","","アァァァァーウ！"
"","""Ave martello!"" The hammer gives off a golden light.","","「めでたき鎚よ！」鎚は金色の光を放ちました。"
"","""BBBBBBBBBRRRAAAAAAAIIIIINNNNNNSSSss""","","「あぁぁぁぁたぁぁぁぁまぁぁぁぁがぁぁぁぁぁぁぁ」"
"","""BZZZZZT! BZZZZZZT!""","","ブブブブブ！ブブブブブ！"
"","""BZZZZZTKKKKKSSSSVVVVVSSTT""","","「グズズズズズグググググズズズズヴヴヴヴヴズズググ」"
"","""BZZZZZZZZZZZZZZZZZ!""","","ブブブブブブブブブブブブ！"
"","""BZZZZZzzzzzzzz!""","","ブブブブウゥン！"
"","""BZZZzt! BZZZZZzzzt!""","","ブブブ！ブブブウゥン！"
"","""BZZzzzzzzzzzzz.""","","ブブブブブブブブゥン..."
"","""BZzzzt. BZZzzzzzzzt.""","","ブウゥゥン...ブブブブゥン..."
"","""Be Worth of our Cause!""","","「我らの目的は重要なものだ！」"
"","""Bebebeeeep.""","","「ビビビィーッ」"
"","""Bedeep.  Whurrrrrmmmm.""","","「ビビーッ、ブゥゥゥン」"
"","""Beedoo-Beep.""","","「ビーブー、ビー」"
"","""Beeeeep beep.""","","「ビィーッビッ」"
"","""Beep Beep.  Whirr.""","","「ビーッビーッ、ウィーン」"
"","""Beep boop beep?""","","「ビーブービー？」"
"","""Beep!""","","「ビーッ！」"
"","""Beep?""","","「ビーッ？」"
"","""Bleepblop.""","","「ビーッビビッ」"
"","""Blood spills from my athame.  It is his blood.  Is he reborn, revitalized through my practices?  Can I ever repay him for his sacrifice?""","","「アサメから血が流れだす。これは彼の血だ。私の業で彼は生き返って動き出すだろうか？彼の犠牲に報いることができるだろうか？」"
"","""Blood, oath, and flame.  They will not see the truth until it is too late.""","","「血、誓約、そして炎。彼らは手遅れになるまで真実を見ようとしない」"
"","""Bomblets are fairly deadly if they score a direct hit, and the explosive kinds can 1hit a player if used poorly.""","","「小型爆弾は、直に当たれば致命的な威力を与えるが、下手に扱うと爆風で自分もダメージを受けるだろう。」"
"","""Boodoobeep beep beep.""","","「ブーブービーッ、ビーッビーッ」"
"","""Boss came down to show our supplier around.  Professional-looking person, would look more at home teaching college kids than working with the Organization.  Didn't seem even the least bit squeamish about the animals though.  Given she works for wherever we get our mutation and CBMs, I don't want to even think about how much worse shit they must be used to.  Didn't even fucking flinch when one of the freaks in Red Team broke its jaw gnawing on the bars, when she and the boss walked past its cell.""","","「ボスが売人を紹介してくれた。プロ級の人間は、組織で働く者よりもホームスクーリングの学生に注目しているようだ。動物に関してはまったく無関心らしい。彼女は我々が変異とCBMを入手した場所で仕事をしているのだから、考えたくもない話だが、酷い環境には慣れっこなのだろう。彼女とボスがレッドチームの独房の前を通った時に狂人が鉄格子を噛んで顎の骨を折ったが、身震い一つしなかった。」"
"","""Braaaaaiinnnnssssssss""","","「あぁぁたぁぁまぁぁがぁぁ」"
"","""Brannnnnnn Brzt Brmmmm.""","","「ブロロロロ、バチッ、ブルルルル」"
"","""Bring judgment to our enemies, for they bring only suffering.""
Unknowable forces have given you a fourth gift, that can blast an area with divine flames.  (( Remember to bind the ""spellcasting"" key! ))","","「苦しみのみをもたらす敵には、裁きをもたらしなさい」
未知の力によって、聖なる爆炎を発生させる呪文を習得しました(「呪文詠唱」のキー割当を忘れずに！)。"
"","""Broken Blue!""","","「酷い顔色だな！」"
"","""Brother, I hope this missive finds you in good health.  The gates are open.  But be warned, one of our own has been led astray.  They may endanger our work.""","","「兄弟よ、あなたがまともな状態でこの手紙を読んでくれていることを願う。門は開いた。しかし、仲間の一人が誤った道に進んでしまった。気を付けてくれ。私たちに危害を及ぼす可能性もある」"
"","""Brrm Bum Brrm?""","","「ゴゥンゴゥンゴゥン？」"
"","""Building robots while humans are gone is soooo much fun!""","","「人間がいなくたって、ロボット作るのはとーっても楽しい！」"
"","""But your spirit shall face these trials as stone faces the flame, unyielding to the inferno.""
Unknowable forces have given you a fourth gift, that can grant resistance to fire and smoke.  (( Remember to bind the ""spellcasting"" key! ))","","「しかし、地獄の炎に焼かれる石のごとく、あなたの精神が試練に直面しても屈することはありません」
未知の力によって、炎や煙から身体を一時的に保護する呪文を習得しました(「呪文詠唱」のキー割当を忘れずに！)。"
"","""By cross and hammer, crescent and gate.  Of many faiths, united in purpose, against all threats from the Beyond.""","","「十字架と槌、半月と門。様々な信仰の者が、深淵からのあらゆる脅威に対抗するというただ一つの目的のために団結している。」"
"","""By order, we ascend beyond that of animals.""  A wave of energy radiates outwards, fragments of otherworldly perspectives flooding your mind in the process!","","「命により、かの獣どもを統べしめん」 心に異界の光景が溢れ、エネルギーの波があなたを中心に放射されました！"
"","""Bystanders not engaging in rebellious, treasonous, criminal, or conflict-like behavior are advised to enter a prone position, keeping their hands over their heads until the current crisis is over and authorized personel retrieve you for debriefing.""","","「反抗的、反逆的、犯罪的な紛争行動に従事していない市民の皆さまは、現在の危機的状況が終わり担当者が事情聴取に伺うまで、うつ伏せの体勢を保ってください」"
"","""Bzzzt.  Bzzzzt!""","","「ブゥー、ブゥゥー！」"
"","""Bzzzzt. Bzzzzzzzzzt.""","","ブブブ...ブブブブブブゥン..."
"","""Bzzzzzzzzzzzzz.""","","ブブブブブブブ..."
"","""CHUG chug chug.""","","「シュッ、シュッ、シュッ」"
"","""CONGRATULATIONS!  You are the 1000th person to read this note.  Press [Shift]+[Q]+[Y] to claim your prize now!""","","「おめでとうございます！あなたはこのメモを読んだ 1000 番目の人です。今すぐに[Shift]+[Q]+[Y]を押して賞品を獲得してください！」"
"","""Cast aside the veil of reality.""  You feel yanked in a non-existent direction!","","「真実の帳を暴くべし」 あらぬ方向に引っ張られたような気がしました！"
"","""Cast aside the veil, and behold the truth.""","","「帳を捨てよ、真実を見よ」"
"","""Cast aside your schisms and strife. It has ended countless groups, but it shall not end us.  We are brothers and sisters, and we shall respect the gods in equal measure, disparate though they may be.""","","「分裂と軋轢を捨て去るべし。それらによって数多の団結が潰えたが、我らが屈することはない。皆を兄弟姉妹とし、等しく神を重んじ、同じ轍を踏まぬよう心せよ」"
"","""Cast aside your schisms and strife. It has ended countless groups, but it shall not end us.  We are brothers and sisters, and we shall respect the gods in equal measure, disparate though they may be.""  We are more than simply people of the book together with heathens, we are brethren.  Our duties demand it.","","「分裂と軋轢を捨て去るべし。それらによって数多の団結が潰えたが、我らが屈することはない。皆を兄弟姉妹とし、等しく神を重んじ、同じ轍を踏まぬよう心せよ」。異教徒もあわせて皆が聖典の民、皆が同胞。それが私たちの教義だ。"
"","""Cast aside...""","","「暴くべし...」"
"","""Cast aside...cast aside...""","","「捨て去れ...捨て去れ...」"
"","""Children under the age of 4 should be held by their parent or guardian, and that person should be seen to have their hands clasped together away from their own person.","","「4歳未満のお子様を連れた保護者の方は、はぐれないようにしっかりと手を繋いでください」"
"","""Cla-clang cla-clang!""","","「カカッコン、カカッコン！」"
"","""Click.  Clicliclick.  Vrnnnk.""","","「カチッ、カチカチッ、ブゥゥン」"
"","""Come play with me!""","","「一緒に遊ぼうよ！」"
"","""Come to FoodPlace today and buy food!""","","「今日はフードプレイスで食べ物を買おう！」"
"","""Corruptive powers have inflicted grave havoc on the bodies and minds of mankind.  Their ways are many.  Some can be prevented, others are unavoidable without due caution.  Hold no malice against one corrupted by the Beyond, for the consequences are their own punishment.  And not all have entered into it willingly.""","","「堕落した力は人類の肉体と精神に重篤な破壊をもたらした。その様相は多岐にわたる。事前に阻止できるものもあれば、気を付けなければ避けられないものもある。深淵によって堕落した者を憎んではならない。それは彼ら自身の罪に対する罰である。あらゆる者が自分から喜んで深淵に踏み入ったわけではない。」"
"","""Creak!  Clang clang.""","","「ガチッ！ゴゥンゴゥン」"
"","""Cucumber, cucumber, delicious cucumber... ~"".","","「キュウリ、キュウリ、おいしいキュウリ～」"
"","""DIE.""","","「死ね」"
"","""Day 40.  Controls broken-- car's magic reactor makes it goes inexorably forward.  Giant rollers on front demolish forest.  Maine, here I come.""","","「40日目。制御装置が壊れた車--これに魔法の反応炉を取り付けると問題なく動くようになった。前面の巨大ローラーが森の木々をなぎ倒していく。待ってろよ、メーン州」"
"","""Dear Roger, Chappy, Allison and Tom, the cultists that showed up frantically on my doorstep and are currently using my basement for your ritual-- I hope you like molotovs.""","","「親愛なるロジャー、チャッピー、アリソン、トムへ。半狂乱のカルト信者が急に現れて、私の家の地下室であなたたちを使って儀式を始めました...みんなが火炎瓶好きでありますように」"
"","""Did you come here knowing you had a warrent out?""","","「逮捕状が出ていると聞いて自首しに来られたのですね？」"
"","""Die for our King!""","","「我らの王のために死ね！」"
"","""Die!""","","「死ね！」"
"","""Dii supra et infra, dōnēs nobis virtus.""  I'll deal with them.","","「Dii supra et infra, dōnēs nobis virtus.(天と地の神よ、我らに力を与えたまえ)」。なんとかしてみよう。"
"","""Do not deny your instincts.""  Life flows through your body, radiating out in a burst of chaotic energy!","","「本能に抗うことなかれ」 生命力が体内を流れ、混沌とした爆発的な量のエネルギーが放射されました！"
"","""Do not fear the unknown.""  A shadowy mist spreads out in all directions, wisps of living dark trailing upwards to blot out everything in its wake!","","「未知を恐るるなかれ」 影のように黒い霧が四方八方に広がり、蠢く暗闇が立ち昇り、全てが暗黒に包まれました！"
"","""Don't leave me behind.""","","「置いて行かないで」"
"","""Don't make me have ye walk the plank.""","","「君を殺したくはない」"
"","""Du nicht kÃ¶nnen halt Hammerzeit.""","","「鎚の時を止めること能わず」"
"","""Dum de dum dum dum.""","","「ラン ラ ラン ラン ラン」"
"","""Dōnēs nobis virtus...""  You cast %s!","","%sの呪文を詠唱しました！「Dōnēs nobis virtus...(力を与えたまえ...)」 "
"","""Ecce, sanguinem magum!""","","「Ecce, sanguinem magum!(見よ、鮮血の術を！)」"
"","""Enviornmental protection will help minimize fire and acid damage, and heat armor will actually reduce damage from heat sources like lava.""","","「環境防護性能は火や酸によるダメージを最小限に抑えることができ、耐熱性能は溶岩のような熱源によるダメージを減らす」"
"","""Enviornmental resistance seperates the losers from the survivors.""","","「環境防護が生存者と敗者を分ける」"
"","""Ethereal winds, guide my passage...""  You cast %s!","","%sの呪文を詠唱しました！「エーテルの風よ、進むべき道を示したまえ...」 "
"","""Every day is a struggle, a constant fight to survive.  Or it can be a struggle to thrive. The weak and undeserving choose the former.  We choose the latter.  Always seek to gain, to improve, better yourself.""","","「毎日が闘争、生き残るための絶え間ない闘争だ。繁栄のための闘争とも言える。弱き者、価値なき者は前者を選ぶ。私たちは後者を選ぶ。常に向上し、改善し、成長せよ。」"
"","""FUCK THE FREE WORLD""","","「自由な世界クソ喰らえ」"
"","""Fear not the darkness, but those who lure you into it...""  You cast %s!","","%sの呪文を詠唱しました！「闇を恐るるなかれ、甘き誘いを恐れよ...」"
"","""Fellow scaly bretheren!  Tonight we feast on the hairless apes.""","","「親愛なる鱗の兄弟たちよ！今夜は無毛のサルどもを大いに味わおう」"
"","""Fight for our Cause""","","「目的をもって戦おう」"
"","""Fight was a complete no-show, none of the clients even called in.  Something's going down back in town, can't get ahold of the boss either.  Going to lock primary access and hit full cell unlock, let the animals have fun tearing each others throats out.  Oughta keep them distracted so I can try and find out what the fuck is going on up there.""","","「どの客からも連絡が来ないので、闘技は中止だ。街で何かあったのか、ボスとも連絡が取れない。一次アクセスをロックしてから全ての独房のロックを解除し、獣共にはお互いの喉を引き裂いて遊んでもらうとしよう。何が起きているのか調べている間、奴らの気を逸らせておかねばならない。」"
"","""Finally.  I've figured out the coordinates of that lab the terminal records referred to.  From what I can tell, there must be some things of value left inside, and I don't think there's anyone left to care if I take a look.""","","「ようやく、端末の記録が示している研究所の場所を特定できた。恐らくは、何か価値のあるものが残っているだろう。そこを調査したとしても、気にする者はもう誰も居ないだろうが。」"
"","""Follow me.  I'll show you the way.""","","「こっちだ。案内しよう」"
"","""FoodPlace: Edible food is OUR guarantee!""","","「フードプレイス、本物の味！」"
"","""FoodPlace: It's the Calories.""","","「フードプレイス、カロリーの殿堂」"
"","""FoodPlace: The best restaurant in an area!""","","「フードプレイス、この地域で最高のレストラン！」"
"","""For how much yon does a fish sell this day anyway?""","","「ところで、今日の魚はおいくらかの？」"
"","""Found what used to be an armored platoon.  Most tanks have hatches up top, not in the back like the new ones they're using.""","","「武装小隊の編成に必要なものが見つかった。大抵の戦車はハッチが頭上に付いているが、この新しい奴はハッチが背面にある」"
"","""Frequent military and civilian traffic, lots of people coming and going.  Something strange is definitely afoot, it's hard to discern if it's within our area of expertise or not.  Continue monitoring.""","","「軍関係者や民間人など、多数の人間が頻繁に出入りしている。間違いなく、何か奇妙なことが起きているが、我々の専門分野なのかどうか判断しかねる。引き続き監視を続けろ」"
"","""Fshkt fshkt.  Booop.""","","「カシャッカシャッ、ブゥー」"
"","""Fuck this!""","","「ちくしょうめ！」"
"","""Fuckin haunted pizza joint, just burn it down""","","「ふざけたお化けピザ屋だ、燃やしてやったよ」"
"","""Fucking trees.  I ever say I hate trees, man?""","","「なんだこの木は。何度も言うが木は大嫌いだ、そうだよな？」"
"","""Fungal boils will explode into many spores, and can be crafted into a bomb with some fab, some survival, and some cooking.""","","「真菌塊は爆発してたくさんの胞子をまき散らす。いくらかの製作・サバイバル・料理スキルがあれば、爆弾を製作できるかもしれない」"
"","""Gimmie all your stuff mortal!""","","「持ってるもの何もかも置いてけ！」"
"","""Give me that trinket!""","","「その石ころをよこせ！」"
"","""Give yourself in service to me...""","","「我に身を捧げよ...」"
"","""Gods above and below, what did those maniacs bring forth?  What have they DONE?""","","「天と地の神よ、あの狂人たちは何を生み出したんだ？何を成し遂げてしまったんだ？」"
"","""Gonna get me a chainsaw, strap it to my arm.""","","「チェーンソーを手に入れたら、腕に装着しようと思うんだ」"
"","""Gonna get me some heavy action when I get back.  Man, they'll see.""","","「帰ってきたらきっと忙しくなる、なぁ、そう思うだろ」"
"","""Gonna settle down one day.  Nice big orchard, couple of friends/future family to spend time with, and my army of zlaves to guard the place.""","","「いつかは落ち着いて暮らしたい。素敵な広い果樹園、友達や将来家族になる人と過ごす日々、そして周囲を見張るゾンビの奴隷兵たち」"
"","""Got another fresh shipment, couple CBMs, along with the fresh meat to get Blue Team back up to full roster.  Boss is worried that vetting clients is going to make the next show a complete waste of time.  Told him we shouldn't have given up on streaming in favor of hosting fights on-site, but boss won't budge on that.""","","「CBM2つとブルーチームの補填用人材を新たに発送した。ボスは、観客の選別によって次のショーがつまらなくなるのではないかと憂慮している。現地での大会主催の利益になるストリーミングを排除すべきではないと言ったが、ボスは予算を組もうとしない」"
"","""Groovy""","","「イカす」"
"","""Grrrnd clang whirrrr.""","","「ゴゴゴゴッガン、ウィーン」"
"","""Grrrrrrrnd.  Grrrnd.""","","「ゴゴゴゴゴ、ゴゴゴ」"
"","""Gun.  Sword.  Gunsword.  Screw bayonets, this is way more awesome.""","","「ガン。ソード。ガンソード。銃剣を取り付けるのはいい考えだ」"
"","""H-Hello?""","","「も、もしもし？」"
"","""HAH! Is that all you have?""","","「ハッ！その程度か？」"
"","""HELP US!!  How can you act like they don't exist?""","","「助けてくれ！！どうすればあいつ等を死人として扱えるんだ？」"
"","""HEY!  You have tools, right?!  I mean, what fools don't walk with their tools?""","","「ねえねえ！何か工具持ってるでしょ！？っていうか、工具を持ち歩かないのはバカぐらいでしょ？」"
